Title,Company,Posted on,Location,Experience,Skills,Url,Scrape_date
"Group Product Manager, AI Accelerator",Google India Pvt Ltd,2025-10-08,Hyderabad,10-13 Years,"['product management', 'stakeholder influence', 'technical presentations', 'ai applications', 'cross functional collaboration', 'hr', 'job posting', 'recruitment', 'workforce', 'decision making']",https://m.timesjobs.com/mobile/job-detail/group-product-manager-ai-accelerator-google-india-pvt-ltd-hyderabad-secunderabad-10-to-13-yrs-jobid-moUkgapcuMtzpSvf__PLUS__uAgZw==&bc=+&sequence=689,2025-10-14
"Technology Practice Lead, AI",Google India Pvt Ltd,2025-10-08,Singapore,1-4 Years,"['ai solutions development', 'cloud native architecture', 'data analytics expertise', 'stakeholder influence', 'cross functional collaboration', 'job posting', 'recruitment', 'workforce', 'decision making']",https://m.timesjobs.com/mobile/job-detail/technology-practice-lead-ai-google-india-pvt-ltd-singapore-1-to-4-yrs-jobid-5xiO5cI__SLASH__x4dzpSvf__PLUS__uAgZw==&bc=+&sequence=488,2025-10-14
"Customer Engineer, Infrastructure Modernization, AI",Google India Pvt Ltd,2025-10-08,Israel,10-13 Years,"['cloud native architectures', 'high performance infrastructure', 'networking technologies', 'it infrastructure consulting', 'ai accelerators expertise', 'recruitment', 'workforce', 'decision making', 'processing', 'job posting']",https://m.timesjobs.com/mobile/job-detail/customer-engineer-infrastructure-modernization-ai-google-india-pvt-ltd-israel-dubai-france-10-to-13-yrs-jobid-E8ESdldOEINzpSvf__PLUS__uAgZw==&bc=+&sequence=701,2025-10-14
R&D AI Operations Coordinator,evertz,2025-10-08,Germany,2-5 Years,"['recruitment', 'recruitment process', 'processing', 'compensation', 'interview']",https://m.timesjobs.com/mobile/job-detail/r-d-ai-operations-coordinator-evertz-germany-canada-2-to-5-yrs-jobid-4umq4AnOQjZzpSvf__PLUS__uAgZw==&bc=+&sequence=343,2025-10-14
"Security Engineer, AI Protection",Google India Pvt Ltd,2025-10-08,Seattle,2-5 Years,"['security engineering', 'threat modeling', 'incident response', 'security protocols', 'coding python/go', 'learning', 'job posting', 'recruitment', 'workforce', 'compensation']",https://m.timesjobs.com/mobile/job-detail/security-engineer-ai-protection-google-india-pvt-ltd-seattle-2-to-5-yrs-jobid-ENPnSVq7iyBzpSvf__PLUS__uAgZw==&bc=+&sequence=342,2025-10-14
Cloud Solution Architect- AI Business Solutions & AI Workforce,Microsoft India Pvt Ltd,2025-10-07,Japan,8-11 Years,"['customer success management', 'cloud architecture solutions', 'microsoft technologies expertise', 'fundamentals', 'information technology', 'sharepoint', 'sharepoint server', 'solution architect', 'windows']",https://m.timesjobs.com/mobile/job-detail/cloud-solution-architect-ai-business-solutions-ai-workforce-microsoft-india-pvt-ltd-japan-8-to-11-yrs-jobid-MSPLlbBIVTRzpSvf__PLUS__uAgZw==&bc=+&sequence=322,2025-10-14
AI Data Engineer,NTT Data Vertex Software Inc.,2025-10-07,Bengaluru,5-7 Years,"['microsoft gen ai', 'azure ai/ml', 'ci/cd pipelines', 'api integration', 'vector db architecture', 'artificial intelligence', 'database', 'devops', 'technology consulting', 'microsoft azure', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/ai-data-engineer-ntt-data-vertex-software-inc-bengaluru-bangalore-5-to-7-yrs-jobid-yiOdbS__SLASH__GaWdzpSvf__PLUS__uAgZw==&bc=+&sequence=65,2025-10-14
AI Data Engineer,NTT Data Vertex Software Inc.,2025-10-07,Bengaluru,5-8 Years,"['microsoft gen ai', 'azure ai/ml', 'ci/cd pipelines', 'genai development', 'api integration', 'artificial intelligence', 'database', 'devops', 'technology consulting', 'microsoft azure', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/ai-data-engineer-ntt-data-vertex-software-inc-bengaluru-bangalore-5-to-8-yrs-jobid-prHXr7yska1zpSvf__PLUS__uAgZw==&bc=+&sequence=66,2025-10-14
AI Data Engineer,NTT Data Vertex Software Inc.,2025-10-07,Bengaluru,5-8 Years,"['microsoft gen ai azure ai/ml api/sdk integration ci/cd pipeline development vector db architecture', 'microsoft azure', 'database', 'devops']",https://m.timesjobs.com/mobile/job-detail/ai-data-engineer-ntt-data-vertex-software-inc-bengaluru-bangalore-5-to-8-yrs-jobid-k2hq__SLASH__6ZAY91zpSvf__PLUS__uAgZw==&bc=+&sequence=67,2025-10-14
Professional Services Engineer AI ML,Nvidia Graphics Pvt Ltd,2025-10-07,Dubai,3-5 Years,"['customer interaction', 'machine learning operations', 'cloud environments', 'software development', 'artificial intelligence', 'docker', 'linux', 'sas', 'computer graphics', 'infrastructure', 'unix']",https://m.timesjobs.com/mobile/job-detail/professional-services-engineer-ai-ml-nvidia-graphics-pvt-ltd-dubai-3-to-5-yrs-jobid-J5JNG__SLASH__j0lc1zpSvf__PLUS__uAgZw==&bc=+&sequence=705,2025-10-14
Staff Engineer - AI Tools,Policygenius,2025-10-07,Bengaluru,3-7 Years,"['generative ai research', 'model infrastructure', 'multi agent systems', 'llm fine tuning', 'ai system architecture', 'orchestration', 'artificial intelligence', 'machine learning']",https://m.timesjobs.com/mobile/job-detail/staff-engineer-ai-tools-policygenius-bengaluru-bangalore-3-to-7-yrs-jobid-B2cnMRY0xjFzpSvf__PLUS__uAgZw==&bc=+&sequence=352,2025-10-14
"Engineering Manager, AI Innovation and Research, AI/ML",Google India Pvt Ltd,2025-10-07,Bengaluru,8-11 Years,"['machine learning design', 'model deployment', 'ai/ml infrastructure', 'technical leadership', 'team management', 'job posting', 'recruitment', 'workforce', 'decision making']",https://m.timesjobs.com/mobile/job-detail/engineering-manager-ai-innovation-and-research-ai-ml-google-india-pvt-ltd-bengaluru-bangalore-8-to-11-yrs-jobid-yZK4RzUD__SLASH__eFzpSvf__PLUS__uAgZw==&bc=+&sequence=309,2025-10-14
AI Data Engineer,NTT Data Vertex Software Inc.,2025-10-07,Bengaluru,3-5 Years,"['ci/cd pipelines development', 'multi cloud platforms', 'vector db architecture', 'api documentation', 'generative ai collaboration', 'data services', 'data engineer', 'database', 'data modeling']",https://m.timesjobs.com/mobile/job-detail/ai-data-engineer-ntt-data-vertex-software-inc-bengaluru-bangalore-3-to-5-yrs-jobid-TXfhVmTH5LhzpSvf__PLUS__uAgZw==&bc=+&sequence=87,2025-10-14
AI Data Engineer,NTT Data Vertex Software Inc.,2025-10-07,Bengaluru,5-8 Years,"['microsoft gen ai', 'azure ai/ml', 'ci/cd pipelines', 'vector db architecture', 'api/sdk integration', 'artificial intelligence', 'database', 'devops', 'technology consulting', 'microsoft azure', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/ai-data-engineer-ntt-data-vertex-software-inc-bengaluru-bangalore-5-to-8-yrs-jobid-__SLASH__zGZgU8jfu9zpSvf__PLUS__uAgZw==&bc=+&sequence=89,2025-10-14
AI Data Engineer,NTT Data Vertex Software Inc.,2025-10-07,Bengaluru,5-7 Years,"['microsoft gen ai', 'azure ai/ml', 'genai solutions development', 'api integration services', 'ci/cd pipeline development', 'artificial intelligence', 'database', 'devops', 'technology consulting', 'microsoft azure', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/ai-data-engineer-ntt-data-vertex-software-inc-bengaluru-bangalore-5-to-7-yrs-jobid-rxM3M9bPv19zpSvf__PLUS__uAgZw==&bc=+&sequence=88,2025-10-14
Software Engineer - AI/ML,valgenesis india p ltd,2025-10-07,Hyderabad,2-4 Years,"['machine learning solutions', 'python programming', 'data processing tools', 'ml frameworks expertise', 'artificial intelligence', 'devops', 'software engineer', 'image processing', 'neo4j', 'opencv']",https://m.timesjobs.com/mobile/job-detail/software-engineer-ai-ml-valgenesis-india-p-ltd-hyderabad-secunderabad-2-to-4-yrs-jobid-UAaSS5eellRzpSvf__PLUS__uAgZw==&bc=+&sequence=493,2025-10-14
Senior AI/ML Engineer,ap moller-maersk shipping,2025-10-07,Bengaluru,8-11 Years,"['machine learning expertise', 'generative ai development', 'python programming', 'mlops practices', 'orchestration', 'big data', 'docker', 'security', 'hadoop']",https://m.timesjobs.com/mobile/job-detail/senior-ai-ml-engineer-ap-moller-maersk-shipping-bengaluru-bangalore-pune-8-to-11-yrs-jobid-aFazuw298PdzpSvf__PLUS__uAgZw==&bc=+&sequence=492,2025-10-14
AI Senior Product Manager,CGI Information Systems and Management Consultants Pvt Ltd,2025-10-07,Atlanta,5-10 Years,"['product leadership', 'ai frameworks', 'aws technologies', 'decision making', 'multi modal ai', 'project management', 'designing', 'building']",https://m.timesjobs.com/mobile/job-detail/ai-senior-product-manager-cgi-information-systems-and-management-consultants-pvt-ltd-atlanta-5-to-10-yrs-jobid-LZ__PLUS__5l9ade6JzpSvf__PLUS__uAgZw==&bc=+&sequence=491,2025-10-14
Senior AI Data Scientist,Pall India Pvt Ltd,2025-10-07,Bengaluru,3-5 Years,"['artificial intelligence development', 'machine learning models', 'data analytics techniques', 'devops principles', 'microsoft power platform', 'hosting', 'bi', 'python', 'natural language processing']",https://m.timesjobs.com/mobile/job-detail/senior-ai-data-scientist-pall-india-pvt-ltd-bengaluru-bangalore-3-to-5-yrs-jobid-FMKsIhus0tdzpSvf__PLUS__uAgZw==&bc=+&sequence=490,2025-10-14
AI Data Engineer,NTT Data Vertex Software Inc.,2025-10-07,Bengaluru,5-8 Years,"['microsoft gen ai', 'azure ai/ml', 'api/sdk integration', 'ci/cd pipelines', 'vector database architecture', 'artificial intelligence', 'devops', 'technology consulting', 'microsoft azure', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/ai-data-engineer-ntt-data-vertex-software-inc-bengaluru-bangalore-5-to-8-yrs-jobid-7zJLVVq9XU1zpSvf__PLUS__uAgZw==&bc=+&sequence=86,2025-10-14
Cloud AI SWE Recruiter,Google India Pvt Ltd,2025-10-07,Ireland,5-6 Years,"['ai recruiting expertise', 'full cycle recruiting', 'relationship management', 'data driven insights', 'job posting', 'talent acquisition', 'workforce planning', 'recruitment', 'compensation']",https://m.timesjobs.com/mobile/job-detail/cloud-ai-swe-recruiter-google-india-pvt-ltd-ireland-5-to-6-yrs-jobid-IQDdgQTHFMdzpSvf__PLUS__uAgZw==&bc=+&sequence=351,2025-10-14
AI Presales Solution Architect,NTT Data Vertex Software Inc.,2025-10-07,Bengaluru,5-12 Years,"['presales solution architect', 'data analytics expertise', 'cloud data transformation', 'rfp/rfi preparation', 'technology consulting', 'infrastructure', 'project delivery']",https://m.timesjobs.com/mobile/job-detail/ai-presales-solution-architect-ntt-data-vertex-software-inc-bengaluru-bangalore-5-to-12-yrs-jobid-dW2eaCNCZ1xzpSvf__PLUS__uAgZw==&bc=+&sequence=345,2025-10-14
AI Data Engineer,NTT Data Vertex Software Inc.,2025-10-07,Bengaluru,5-8 Years,"['microsoft gen ai', 'azure ai/ml', 'ci/cd pipelines', 'code reviews', 'vector db architecture', 'artificial intelligence', 'database', 'devops', 'technology consulting', 'api', 'microsoft azure', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/ai-data-engineer-ntt-data-vertex-software-inc-bengaluru-bangalore-5-to-8-yrs-jobid-OC4K6ySBDdBzpSvf__PLUS__uAgZw==&bc=+&sequence=90,2025-10-14
AI Presales Solution Architect,NTT Data Vertex Software Inc.,2025-10-07,Bengaluru,5-12 Years,"['data analytics expertise', 'presales solutioning', 'cloud technologies proficiency', 'project delivery management', 'technology consulting', 'solution architect', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/ai-presales-solution-architect-ntt-data-vertex-software-inc-bengaluru-bangalore-5-to-12-yrs-jobid-RkGvmhhZ241zpSvf__PLUS__uAgZw==&bc=+&sequence=346,2025-10-14
AI Presales Solution Architect,NTT Data Vertex Software Inc.,2025-10-07,Bengaluru,5-12 Years,"['data strategy', 'cloud transformation', 'etl migration', 'client presentations', 'presales solutioning', 'technology consulting', 'solution architect', 'infrastructure', 'project delivery']",https://m.timesjobs.com/mobile/job-detail/ai-presales-solution-architect-ntt-data-vertex-software-inc-bengaluru-bangalore-5-to-12-yrs-jobid-GdTtU__SLASH__3aj5FzpSvf__PLUS__uAgZw==&bc=+&sequence=347,2025-10-14
AI Developer Technology Engineer,Nvidia Graphics Pvt Ltd,2025-10-07,Bengaluru,5-8 Years,"['deep learning techniques', 'c/c programming', 'parallel programming (cuda)', 'ai algorithms design', 'software design', 'system software', 'artificial intelligence', 'machine learning']",https://m.timesjobs.com/mobile/job-detail/ai-developer-technology-engineer-nvidia-graphics-pvt-ltd-bengaluru-bangalore-5-to-8-yrs-jobid-Yxb4W8XsWHpzpSvf__PLUS__uAgZw==&bc=+&sequence=348,2025-10-14
"Recruiter, Google Cloud AI",Google India Pvt Ltd,2025-10-07,San,5-8 Years,"['talent acquisition expertise', 'technical sourcing abilities', 'client relationship management', 'recruitment metrics analysis', 'hr', 'job posting', 'workforce', 'immigration', 'employer branding', 'compensation', 'interview']",https://m.timesjobs.com/mobile/job-detail/recruiter-google-cloud-ai-google-india-pvt-ltd-san-francisco-chicago-atlanta-5-to-8-yrs-jobid-TdL87UxEvuFzpSvf__PLUS__uAgZw==&bc=+&sequence=349,2025-10-14
AI Data Engineer,NTT Data Vertex Software Inc.,2025-10-07,Bengaluru,5-7 Years,"['microsoft gen ai', 'azure ai/ml', 'ci/cd pipelines', 'api/sdk integration', 'data modeling', 'artificial intelligence', 'database', 'devops', 'technology consulting', 'microsoft azure', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/ai-data-engineer-ntt-data-vertex-software-inc-bengaluru-bangalore-5-to-7-yrs-jobid-3ryRbt2eFC5zpSvf__PLUS__uAgZw==&bc=+&sequence=85,2025-10-14
AI Data Architect,NTT Data Vertex Software Inc.,2025-10-07,Bengaluru,10-13 Years,"['solution architecting', 'ai/ml expertise', 'data governance', 'cloud platforms', 'consultative selling', 'artificial intelligence', 'technology consulting', 'natural language processing', 'machine learning', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/ai-data-architect-ntt-data-vertex-software-inc-bengaluru-bangalore-10-to-13-yrs-jobid-6EGvloK3YTBzpSvf__PLUS__uAgZw==&bc=+&sequence=218,2025-10-14
"Customer Engineer, Infrastructure Modernization, AI",Google India Pvt Ltd,2025-10-07,Israel,1-4 Years,"['cloud infrastructure expertise', 'ai/ml technology integration', 'networking and switching', 'technical stakeholder engagement', 'recruitment', 'workforce', 'decision making', 'processing', 'job posting']",https://m.timesjobs.com/mobile/job-detail/customer-engineer-infrastructure-modernization-ai-google-india-pvt-ltd-israel-dubai-france-1-to-4-yrs-jobid-z__SLASH__E7__PLUS__doPbNFzpSvf__PLUS__uAgZw==&bc=+&sequence=650,2025-10-14
AI Data Engineer,NTT Data Vertex Software Inc.,2025-10-07,Bengaluru,5-8 Years,"['microsoft gen ai', 'azure ai/ml', 'genai solutions development', 'ci/cd pipelines', 'vector db architecture', 'artificial intelligence', 'database', 'devops', 'technology consulting', 'api', 'microsoft azure', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/ai-data-engineer-ntt-data-vertex-software-inc-bengaluru-bangalore-5-to-8-yrs-jobid-tUopkcUBkXBzpSvf__PLUS__uAgZw==&bc=+&sequence=219,2025-10-14
"System Software Engineer, Speech AI",Nvidia Graphics Pvt Ltd,2025-10-07,Pune,3-5 Years,"['c programming', 'speech synthesis', 'performance optimization', 'multithreading techniques', 'cloud services development', 'algorithms', 'cuda', 'software design', 'system software', 'storage', 'artificial intelligence', 'docker', 'git', 'debugging', 'json', 'ipc', 'rest', 'python']",https://m.timesjobs.com/mobile/job-detail/system-software-engineer-speech-ai-nvidia-graphics-pvt-ltd-pune-3-to-5-yrs-jobid-PDQqUudl8NZzpSvf__PLUS__uAgZw==&bc=+&sequence=827,2025-10-14
"Software Engineering Manager, AI Platform",Google India Pvt Ltd,2025-10-07,Taiwan,8-11 Years,"['technical leadership', 'software development', 'machine learning', 'ai platform development', 'team mentorship', 'artificial intelligence', 'apex', 'software engineering', 'android development', 'algorithms', 'storage', 'security', 'natural language processing', 'information retrieval', 'mobile', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/software-engineering-manager-ai-platform-google-india-pvt-ltd-8-to-11-yrs-jobid-16yphuVEcMFzpSvf__PLUS__uAgZw==&bc=+&sequence=826,2025-10-14
"Staff Software Engineer, AI/ML",Google India Pvt Ltd,2025-10-07,Switzerland,8-11 Years,"['algorithms', 'storage', 'artificial intelligence', 'sql', 'security', 'software engineer', 'data structures', 'natural language processing', 'information retrieval', 'mobile']",https://m.timesjobs.com/mobile/job-detail/staff-software-engineer-ai-ml-google-india-pvt-ltd-switzerland-8-to-11-yrs-jobid-kH8l0KvNL5tzpSvf__PLUS__uAgZw==&bc=+&sequence=825,2025-10-14
Senior AI Business Solutions - Workforce AI Sales Specialist,Microsoft India Pvt Ltd,2025-10-07,Sweden,5-10 Years,"['technology sales expertise', 'ai solutions strategy', 'stakeholder engagement', 'orchestration', 'information technology', 'artificial intelligence', 'business applications', 'windows']",https://m.timesjobs.com/mobile/job-detail/senior-ai-business-solutions-workforce-ai-sales-specialist-microsoft-india-pvt-ltd-sweden-5-to-10-yrs-jobid-F2Mck4gc6YlzpSvf__PLUS__uAgZw==&bc=+&sequence=175,2025-10-14
AI Presales Solution Architect,NTT Data Vertex Software Inc.,2025-10-07,Bengaluru,5-12 Years,"['data analytics expertise', 'presales solution architect', 'cloud technologies (azure/aws/gcp)', 'solution documentation', 'technology consulting', 'infrastructure', 'project delivery']",https://m.timesjobs.com/mobile/job-detail/ai-presales-solution-architect-ntt-data-vertex-software-inc-bengaluru-bangalore-5-to-12-yrs-jobid-vBaTZd64rRFzpSvf__PLUS__uAgZw==&bc=+&sequence=391,2025-10-14
AI Solution Engineer,Hevo Data,2025-10-07,Bengaluru,1-5 Years,"['ai/ml fundamentals', 'python programming', 'api integration', 'prototyping tools', 'bi', 'salesforce', 'software engineering', 'rest']",https://m.timesjobs.com/mobile/job-detail/ai-solution-engineer-hevo-data-bengaluru-bangalore-1-to-5-yrs-jobid-PclDMQQQhWlzpSvf__PLUS__uAgZw==&bc=+&sequence=212,2025-10-14
AI Workforce Specialist,Microsoft India Pvt Ltd,2025-10-07,Canada,6-12 Years,"['ai integration strategies', 'customer engagement leadership', 'digital transformation expertise', 'sales strategy development', 'cross functional team collaboration', 'information technology', 'microsoft technologies', 'artificial intelligence', 'security']",https://m.timesjobs.com/mobile/job-detail/ai-workforce-specialist-microsoft-india-pvt-ltd-canada-6-to-12-yrs-jobid-Vux0XTJt__PLUS__5RzpSvf__PLUS__uAgZw==&bc=+&sequence=213,2025-10-14
AI Data Engineer,NTT Data Vertex Software Inc.,2025-10-07,Bengaluru,5-7 Years,"['microsoft gen ai', 'azure ai/ml', 'genai solutions development', 'ci/cd pipelines', 'vector db architecture', 'microsoft azure', 'database', 'devops', 'api']",https://m.timesjobs.com/mobile/job-detail/ai-data-engineer-ntt-data-vertex-software-inc-bengaluru-bangalore-5-to-7-yrs-jobid-2afpB__SLASH__rHToJzpSvf__PLUS__uAgZw==&bc=+&sequence=214,2025-10-14
"Cloud AI Consultant (English, German)",Google India Pvt Ltd,2025-10-07,Germany,5-8 Years,"['machine learning solutions', 'cloud enterprise solutions', 'programming languages (python', 'java)', 'data warehousing concepts', 'deep learning frameworks', 'c', 'pig', 'apache', 'flume', 'data structures', 'mapreduce', 'hive', 'algorithms', 'software design', 'hadoop', 'consultant', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/cloud-ai-consultant-english-german-google-india-pvt-ltd-germany-5-to-8-yrs-jobid-rc4yPvGyfMdzpSvf__PLUS__uAgZw==&bc=+&sequence=649,2025-10-14
AI Data Engineer,NTT Data Vertex Software Inc.,2025-10-07,Bengaluru,5-8 Years,"['microsoft gen ai', 'azure ai/ml', 'ci/cd pipelines', 'llm integration', 'vector db architecture', 'artificial intelligence', 'database', 'devops', 'technology consulting', 'api', 'microsoft azure', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/ai-data-engineer-ntt-data-vertex-software-inc-bengaluru-bangalore-5-to-8-yrs-jobid-sX__SLASH__tKp3N__PLUS__FxzpSvf__PLUS__uAgZw==&bc=+&sequence=215,2025-10-14
AI Data Engineer,NTT Data Vertex Software Inc.,2025-10-07,Bengaluru,1-5 Years,"['ci/cd pipelines', 'multi cloud platforms', 'vector db architecture', 'generative ai', 'technical documentation', 'artificial intelligence', 'database', 'devops', 'technology consulting', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/ai-data-engineer-ntt-data-vertex-software-inc-bengaluru-bangalore-1-to-5-yrs-jobid-rNnht4rjlEdzpSvf__PLUS__uAgZw==&bc=+&sequence=216,2025-10-14
AI Data Engineer,NTT Data Vertex Software Inc.,2025-10-07,Bengaluru,5-7 Years,"['microsoft gen ai', 'azure ai/ml', 'genai solutions development', 'ci/cd pipeline maintenance', 'vector db architecture', 'artificial intelligence', 'database', 'devops', 'technology consulting', 'api', 'microsoft azure', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/ai-data-engineer-ntt-data-vertex-software-inc-bengaluru-bangalore-5-to-7-yrs-jobid-NyGUbjKVSpdzpSvf__PLUS__uAgZw==&bc=+&sequence=217,2025-10-14
AI Data Engineer,NTT Data Vertex Software Inc.,2025-10-07,Bengaluru,5-7 Years,"['microsoft gen ai', 'azure ai/ml', 'ci/cd pipelines', 'api integrations', 'vector db architecture', 'microsoft azure', 'database', 'devops']",https://m.timesjobs.com/mobile/job-detail/ai-data-engineer-ntt-data-vertex-software-inc-bengaluru-bangalore-5-to-7-yrs-jobid-hDagf3QYnRNzpSvf__PLUS__uAgZw==&bc=+&sequence=68,2025-10-14
"Group Product Manager, AI Accelerator",Google India Pvt Ltd,2025-10-07,Hyderabad,10-13 Years,"['product management', 'technical expertise', 'cross functional teams', 'ai applications', 'problem solving', 'hr', 'job posting', 'recruitment', 'workforce', 'decision making']",https://m.timesjobs.com/mobile/job-detail/group-product-manager-ai-accelerator-google-india-pvt-ltd-hyderabad-secunderabad-10-to-13-yrs-jobid-__SLASH__jGCQ8zicRpzpSvf__PLUS__uAgZw==&bc=+&sequence=648,2025-10-14
AI Data Architect,NTT Data Vertex Software Inc.,2025-10-07,Bengaluru,10-13 Years,"['solution architecting', 'data analytics', 'ai/ml solutions', 'cloud platforms', 'consultative selling ###', 'artificial intelligence', 'database', 'technology consulting', 'natural language processing', 'machine learning', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/ai-data-architect-ntt-data-vertex-software-inc-bengaluru-bangalore-10-to-13-yrs-jobid-0HreT15JUBlzpSvf__PLUS__uAgZw==&bc=+&sequence=220,2025-10-14
"Software Engineer, AI/ML, AI Innovation and Research",Google India Pvt Ltd,2025-10-07,Bengaluru,2-3 Years,"['software development', 'machine learning', 'data analysis', 'artificial intelligence', 'problem solving', 'algorithms', 'storage', 'security', 'system development', 'debugging', 'software engineer', 'software engineering', 'data structures', 'natural language processing', 'information retrieval', 'mobile', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/software-engineer-ai-ml-ai-innovation-and-research-google-india-pvt-ltd-bengaluru-bangalore-2-to-3-yrs-jobid-o12p9gRar4dzpSvf__PLUS__uAgZw==&bc=+&sequence=229,2025-10-14
Senior AI Data Scientist,Pall India Pvt Ltd,2025-10-07,Bengaluru,3-5 Years,"['artificial intelligence development', 'machine learning models', 'data analytics techniques', 'devops principles', 'microsoft power platform', 'hosting', 'bi', 'python', 'natural language processing']",https://m.timesjobs.com/mobile/job-detail/senior-ai-data-scientist-pall-india-pvt-ltd-bengaluru-bangalore-3-to-5-yrs-jobid-Po8FcR__PLUS__5sf9zpSvf__PLUS__uAgZw==&bc=+&sequence=393,2025-10-14
AI Data EngineerAI Data Engineer,NTT Data Vertex Software Inc.,2025-10-07,Bengaluru,5-8 Years,"['microsoft gen ai', 'azure ai/ml', 'genai solutions development', 'ci/cd pipeline management', 'vector db architecture', 'artificial intelligence', 'database', 'devops', 'technology consulting', 'api', 'microsoft azure', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/ai-data-engineerai-data-engineer-ntt-data-vertex-software-inc-bengaluru-bangalore-5-to-8-yrs-jobid-l8CgW8FdXUVzpSvf__PLUS__uAgZw==&bc=+&sequence=706,2025-10-14
Senior System Software Engineer - AI,Nvidia Graphics Pvt Ltd,2025-10-07,Pune,5-8 Years,"['c programming', 'ai inference', 'data structures', 'algorithms', 'problem solving', 'cuda', 'debugging', 'software engineer', 'software engineering', 'windows', 'machine learning', 'computer graphics', 'directx']",https://m.timesjobs.com/mobile/job-detail/senior-system-software-engineer-ai-nvidia-graphics-pvt-ltd-pune-5-to-8-yrs-jobid-5b99JEYZWexzpSvf__PLUS__uAgZw==&bc=+&sequence=707,2025-10-14
Gen AI Engineer - RAG Systems & AI Transformation Job Details | Gainwell Technologies LLC,Gainwell Technologies,2025-10-07,Chennai,5-8 Years,"['generative ai expertise', 'python programming', 'rag systems development', 'azure ai services', 'github', 'software engineering']",https://m.timesjobs.com/mobile/job-detail/gen-ai-engineer-rag-systems-ai-transformation-job-details-gainwell-technologies-llc-gainwell-technologies-chennai-bengaluru-bangalore-5-to-8-yrs-jobid-k__PLUS__JA2IUkxTpzpSvf__PLUS__uAgZw==&bc=+&sequence=970,2025-10-14
AI Data Engineer,NTT Data Vertex Software Inc.,2025-10-07,Bengaluru,5-7 Years,"['microsoft gen ai', 'azure ai/ml', 'code reviews', 'ci/cd pipelines', 'data modeling', 'artificial intelligence', 'database', 'devops', 'technology consulting', 'api', 'microsoft azure', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/ai-data-engineer-ntt-data-vertex-software-inc-bengaluru-bangalore-5-to-7-yrs-jobid-9NsqWYaYcZ9zpSvf__PLUS__uAgZw==&bc=+&sequence=221,2025-10-14
"Customer Engineer, Infrastructure Modernization, AI",Google India Pvt Ltd,2025-10-07,Israel,1-4 Years,"['cloud infrastructure expertise', 'ai/ml technology integration', 'networking and switching', 'technical stakeholder engagement', 'recruitment', 'workforce', 'decision making', 'processing', 'job posting']",https://m.timesjobs.com/mobile/job-detail/customer-engineer-infrastructure-modernization-ai-google-india-pvt-ltd-israel-dubai-france-1-to-4-yrs-jobid-443UBLd5XLlzpSvf__PLUS__uAgZw==&bc=+&sequence=708,2025-10-14
"Software Engineer, AI/ML, AI Innovation and Research",Google India Pvt Ltd,2025-10-07,Bengaluru,2-3 Years,"['software development', 'machine learning', 'data analysis', 'artificial intelligence', 'problem solving', 'algorithms', 'storage', 'security', 'system development', 'debugging', 'software engineer', 'software engineering', 'data structures', 'natural language processing', 'information retrieval', 'mobile', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/software-engineer-ai-ml-ai-innovation-and-research-google-india-pvt-ltd-bengaluru-bangalore-2-to-3-yrs-jobid-o12p9gRar4dzpSvf__PLUS__uAgZw==&bc=+&sequence=225,2025-10-14
"Senior Solution Engineer, AI Enterprise",Nvidia Graphics Pvt Ltd,2025-10-07,Canada,8-11 Years,"['ai/ml expertise', 'linux customization', 'python proficiency', 'cuda', 'docker', 'debugging', 'c programming']",https://m.timesjobs.com/mobile/job-detail/senior-solution-engineer-ai-enterprise-nvidia-graphics-pvt-ltd-canada-8-to-11-yrs-jobid-avrIlf2fiL5zpSvf__PLUS__uAgZw==&bc=+&sequence=646,2025-10-14
Generative AI for Engineering Researcher,autodesk india pvt ltd,2025-10-07,Canada,2-5 Years,"['ai algorithm development', 'machine learning frameworks', 'generative design prototypes', 'geometry expertise', 'algorithms', 'c', 'java', 'python', 'consultant']",https://m.timesjobs.com/mobile/job-detail/generative-ai-for-engineering-researcher-autodesk-india-pvt-ltd-canada-2-to-5-yrs-jobid-yHgMh9O3EdNzpSvf__PLUS__uAgZw==&bc=+&sequence=647,2025-10-14
